"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location"
"0-17",1,-13.9179423187619,0.0173599378508214,0.0012408625712569,-1.8810726074389e-05,2.43859134170472e-06,0.000136637543018625,-5.12470547350482e-05,-0.000402817970628689,0.00044542229270337,-5.83501900929682e-05,5.67007583007885e-05,-9.32853242119046e-05,-0.00039080573876007,0.000725615701759133,-0.000387505938305369,9.65587236053531e-06,3.81255383109336e-05,-7.43888991145035e-06,-6.98495694926697e-05,7.10637937307192e-05,-5.016136775015e-06,-4.27462600463831e-06,-4.38105178784101e-05,9.44566449195875e-05,-4.70484468275568e-05,-2.10776005457031e-05,0.000120407117193886,-0.000390260332642645,13.3030303030303,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,199.545454545455,226.151515151515,305.969696969697,319.272727272727,332.575757575758,399.090909090909,558.727272727273,572.030303030303,585.333333333333,598.636363636364,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-7.76456271205735,0.278677521857738,-0.0413096487024396,0.00146133596917069,-0.00206942559929743,0.000751476202058879,-6.01079775098367e-05,-0.000297024973636905,0.000245182640737654,-8.28812378205444e-06,-3.45066700460311e-05,0.000133941114432117,-0.000225680795470495,4.58232786431938e-05,8.18355827553825e-05,-2.72463840927626e-05,2.08413463039728e-06,1.1041841551197e-05,-1.05984774688375e-05,4.4208629774545e-07,1.88368195010374e-05,-0.000104740235438303,0.000303784677150511,-0.000714747919738615,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,106.424242424242,133.030303030303,186.242424242424,199.545454545455,212.848484848485,226.151515151515,266.060606060606,372.484848484848,385.787878787879,399.090909090909,691.757575757576,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
"50-64",1,-7.13089929844762,-0.00822699081550441,0.00133235130094131,-1.63105256588766e-05,8.86084608335201e-06,1.23019546675984e-05,-5.50239145745147e-06,-8.79988113983036e-05,0.000118608885142135,-6.60200851419014e-06,-2.68264655901772e-05,1.94865162454654e-06,1.72072484798971e-05,-1.59813992109395e-05,4.41294374775561e-07,-0.000135436445708081,0.000161151120003914,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,79.8181818181818,199.545454545455,212.848484848485,226.151515151515,252.757575757576,266.060606060606,372.484848484848,385.787878787879,399.090909090909,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.20043375313065,-0.124653328448996,0.0216226022890493,-0.000460422619773302,0.000128370128246147,0.000581936697613185,-0.000256012731877076,8.00061477671893e-06,-2.95145475818846e-06,-5.1980383187673e-05,7.15243049137626e-05,-4.8760339632717e-06,-1.57178660751151e-05,7.248368940701e-06,-3.81418098937262e-06,-3.05811085998099e-05,3.13539648886368e-05,-1.98170257989486e-06,-1.83671696316947e-05,1.93654189162855e-05,-0.000223537861154824,0.000245505892298224,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,199.545454545455,212.848484848485,226.151515151515,252.757575757576,266.060606060606,385.787878787879,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1
"0-17",2,-15.5163352778011,0.123423862591018,-0.00190735369742135,1.32661027401519e-05,-1.26486162559044e-06,-5.38689401754714e-05,3.67127783021386e-05,0.000421024699701501,-0.000961525273746059,0.000726791034548896,-8.91742316010242e-05,-0.000112735972821477,3.12922709243383e-05,-6.29447332921532e-06,-7.10021578189095e-05,7.41723463259375e-05,-1.3069392829664e-06,-6.32728245237983e-06,1.34364788117494e-06,2.31131496781505e-05,-0.000123113265851026,0.000347437827581481,-0.000805713571488645,0,0,0,0,0,26.6060606060606,93.1212121212121,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,252.757575757576,332.575757575758,345.878787878788,359.181818181818,399.090909090909,425.69696969697,731.666666666667,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"18-49",2,-11.7954892839486,0.0566593514470125,-0.0207768991842595,0.00135562754403702,-0.00313779615092676,0.0033466661997862,-0.00268891240380443,0.00195526003215315,-0.00123069654189981,0.000469454949700515,-8.9426405749574e-05,3.07759794185691e-05,-6.10004473020181e-06,-4.65781372877827e-05,1.77547206875448e-05,6.69679367263698e-05,-4.30250696175417e-05,1.34627127261754e-05,-8.15179076819345e-05,0.000250046538485815,-0.000606014674117907,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,119.727272727273,226.151515151515,239.454545454545,252.757575757576,266.060606060606,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-11.4221874831591,-0.372221135056183,0.0414424397769372,-0.000838632820735837,0.000217393955242545,0.00112354087929345,-0.000558727099690804,3.16922195043107e-05,2.91362351225189e-05,-4.92521431067803e-05,2.21937015874941e-05,6.81976362799769e-05,-4.55991675356066e-05,-1.64160451965788e-05,0.000100929262885695,-0.000344077340864994,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,79.8181818181818,226.151515151515,239.454545454545,252.757575757576,266.060606060606,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.1168144958524,0.0832569158720555,0.0047392078375618,-5.06079918090575e-05,-2.42778003145406e-05,2.7560094758773e-05,0.000169024080849831,-0.000120086160666259,-1.62017218687844e-05,1.89600021896136e-05,-1.10474837029955e-06,-3.58514758076205e-06,4.62383366564501e-06,4.82804471837232e-05,-0.000118798161146092,6.76372335697691e-05,-0.000169185741058223,0.000183079203426353,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,226.151515151515,252.757575757576,305.969696969697,319.272727272727,598.636363636364,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.8598663753459,0.00187251559144838,-1.72806126109326e-05,4.10894094230898e-08,-8.55671687657892e-06,-8.5078356064071e-05,0.000671604723416452,-0.00108428038471899,0.000179644719907091,0.000683665087390227,-0.000364220354756627,9.96955458639107e-06,-1.77012453121023e-05,1.9333824020082e-05,0.000166724459439752,-0.000449340380243231,0.000354513322684991,-2.81118084580396e-05,-8.94027040650635e-05,4.3060388247067e-05,-7.66854886589272e-06,-4.24911352298948e-05,8.5236628419701e-05,0.00013567126771939,-0.000387625487382982,-0.00283554299681353,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,505.515151515152,545.424242424242,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,651.848484848485,798.181818181818,811.484848484848,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1
"18-49",3,-14.834682604004,0.0031040250762749,-4.50232958316314e-05,1.6751583003032e-07,-9.36536301691637e-05,0.000457254068407349,-0.00028202126992989,-0.00140018968177621,0.0029844159585844,-0.00260005356098188,0.00114215444843972,-0.000189014897410617,-3.37424163560264e-05,1.00774152709408e-05,1.82375073348813e-05,-1.44593835386222e-05,4.62155542615524e-06,3.23305929045489e-05,-7.85225957452469e-05,4.31465717108703e-05,2.04141394804592e-05,-0.000111815351304959,0.000321411979264696,-0.000752787760520531,0,0,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,319.272727272727,332.575757575758,385.787878787879,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
"50-64",3,-14.8004584519383,0.00364664483641723,-5.28799959109841e-05,1.9668849041548e-07,-0.000108158979546659,0.000522803455619494,-0.000317524533887514,-0.00158760251414038,0.00332584335933726,-0.00282264200913458,0.00119503001290239,-0.000183727652193531,-1.62072956312007e-05,-1.37868147849973e-05,5.4204433139314e-06,2.73573344555659e-05,-2.78223358244866e-05,4.72959801357256e-06,3.78821911942968e-05,-9.06771684211736e-05,4.97188132855798e-05,2.13041474601727e-05,-0.000116874338467243,0.000336268721204157,-0.000787940415967194,0,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,372.484848484848,385.787878787879,399.090909090909,598.636363636364,611.939393939394,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1
"65+",3,-14.6883511133243,0.000439356260506839,-5.38609353683961e-06,1.76240576993388e-08,-6.44593969554729e-06,3.52051289727627e-05,-0.000103692777201633,0.000249118332845266,0.000434901613641594,-0.00271780199851062,0.00435313727205451,-0.00335963585536511,0.00132832677782636,-0.000200338197637639,-1.04468167255558e-05,-2.8180933443574e-06,4.63320390714302e-06,4.4304696355623e-05,-0.000109970465544716,6.28950436002141e-05,-0.000268378249440558,0.000296337851093397,0,0,0,0,0,0,172.939393939394,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,319.272727272727,399.090909090909,598.636363636364,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1
